,euctr_id,title,reg_date,other_id,field,provenance
2633,2009-014336-38," A randomized, placebo-controlled phase II trial investigating SUNITINIB versus placebo in patients with chemorefractory advanced adenocarcinoma of the stomach or lower esophagus treated with chemotherapy FOLFIRI",20-08-2009,NA,US NCT number,protocol
2634,2009-014336-38," A randomized, placebo-controlled phase II trial investigating SUNITINIB versus placebo in patients with chemorefractory advanced adenocarcinoma of the stomach or lower esophagus treated with chemotherapy FOLFIRI",20-08-2009,NA,other,protocol
2635,2009-014336-38," A randomized, placebo-controlled phase II trial investigating SUNITINIB versus placebo in patients with chemorefractory advanced adenocarcinoma of the stomach or lower esophagus treated with chemotherapy FOLFIRI",20-08-2009,NA,US NCT number,results
2636,2009-014336-38," A randomized, placebo-controlled phase II trial investigating SUNITINIB versus placebo in patients with chemorefractory advanced adenocarcinoma of the stomach or lower esophagus treated with chemotherapy FOLFIRI",20-08-2009,NA,ISRCTN number,results
2637,2009-014373-41, A randomised Phase II trial of Imatinib (IM) versus Hydroxychloroquine (HCQ) and Imatinib (IM) for patients with Chronic Myeloid Leukaemia (CML) in Cytogenetic Response (CyR) with residual disease detectable by quantitative polymerase chain reaction (Q-PCR),17-03-2010,NCT01227135,US NCT number,protocol
2638,2009-014373-41, A randomised Phase II trial of Imatinib (IM) versus Hydroxychloroquine (HCQ) and Imatinib (IM) for patients with Chronic Myeloid Leukaemia (CML) in Cytogenetic Response (CyR) with residual disease detectable by quantitative polymerase chain reaction (Q-PCR),17-03-2010,CTC-A Number  11-130,other,protocol
2639,2009-014373-41, A randomised Phase II trial of Imatinib (IM) versus Hydroxychloroquine (HCQ) and Imatinib (IM) for patients with Chronic Myeloid Leukaemia (CML) in Cytogenetic Response (CyR) with residual disease detectable by quantitative polymerase chain reaction (Q-PCR),17-03-2010,NA,US NCT number,results
2640,2009-014373-41, A randomised Phase II trial of Imatinib (IM) versus Hydroxychloroquine (HCQ) and Imatinib (IM) for patients with Chronic Myeloid Leukaemia (CML) in Cytogenetic Response (CyR) with residual disease detectable by quantitative polymerase chain reaction (Q-PCR),17-03-2010,ISRCTN61568166,ISRCTN number,results
2641,2009-014383-18," A single arm, open-label multicenter phase II trial of everolimus in patients with relapsed/refractory germ cell cancer",13-07-2010,NA,US NCT number,protocol
2642,2009-014383-18," A single arm, open-label multicenter phase II trial of everolimus in patients with relapsed/refractory germ cell cancer",13-07-2010,NA,other,protocol
2643,2009-014383-18," A single arm, open-label multicenter phase II trial of everolimus in patients with relapsed/refractory germ cell cancer",13-07-2010,NA,US NCT number,results
2644,2009-014383-18," A single arm, open-label multicenter phase II trial of everolimus in patients with relapsed/refractory germ cell cancer",13-07-2010,NA,ISRCTN number,results
2645,2009-014396-43," A single arm, open-label multicenter phase II trial of temsirolimus in patients with relapsed/ recurrent squamous cell cancer of the Head and Neck (HNSCC)",20-01-2010,NA,US NCT number,protocol
2646,2009-014396-43," A single arm, open-label multicenter phase II trial of temsirolimus in patients with relapsed/ recurrent squamous cell cancer of the Head and Neck (HNSCC)",20-01-2010,NA,other,protocol
2647,2009-014396-43," A single arm, open-label multicenter phase II trial of temsirolimus in patients with relapsed/ recurrent squamous cell cancer of the Head and Neck (HNSCC)",20-01-2010,NA,US NCT number,results
2648,2009-014396-43," A single arm, open-label multicenter phase II trial of temsirolimus in patients with relapsed/ recurrent squamous cell cancer of the Head and Neck (HNSCC)",20-01-2010,NA,ISRCTN number,results
2649,2009-014476-21," Chemoradiation following induction chemotherapy in locally advanced, unresectable pancreatic cancer -a randomised phase 3 trial:",20-12-2012,NA,US NCT number,protocol
2650,2009-014476-21," Chemoradiation following induction chemotherapy in locally advanced, unresectable pancreatic cancer -a randomised phase 3 trial:",20-12-2012,NA,other,protocol
2651,2009-014476-21," Chemoradiation following induction chemotherapy in locally advanced, unresectable pancreatic cancer -a randomised phase 3 trial:",20-12-2012,NA,US NCT number,results
2652,2009-014476-21," Chemoradiation following induction chemotherapy in locally advanced, unresectable pancreatic cancer -a randomised phase 3 trial:",20-12-2012,NA,ISRCTN number,results
2653,2009-014532-37," Effekte von oraler Cortisol oder Propranolol-Gabe auf die Verarbeitung alkoholbezogener Schlüsselreize, den Schlaf und das Rückfallrisiko von alkoholabhängigen Patienten (Copro-Studie).",05-10-2010,NA,US NCT number,protocol
2654,2009-014532-37," Effekte von oraler Cortisol oder Propranolol-Gabe auf die Verarbeitung alkoholbezogener Schlüsselreize, den Schlaf und das Rückfallrisiko von alkoholabhängigen Patienten (Copro-Studie).",05-10-2010,NA,other,protocol
2655,2009-014532-37," Effekte von oraler Cortisol oder Propranolol-Gabe auf die Verarbeitung alkoholbezogener Schlüsselreize, den Schlaf und das Rückfallrisiko von alkoholabhängigen Patienten (Copro-Studie).",05-10-2010,NA,US NCT number,results
2656,2009-014532-37," Effekte von oraler Cortisol oder Propranolol-Gabe auf die Verarbeitung alkoholbezogener Schlüsselreize, den Schlaf und das Rückfallrisiko von alkoholabhängigen Patienten (Copro-Studie).",05-10-2010,NA,ISRCTN number,results
2657,2009-014532-37," Effekte von oraler Cortisol oder Propranolol-Gabe auf die Verarbeitung alkoholbezogener Schlüsselreize, den Schlaf und das Rückfallrisiko von alkoholabhängigen Patienten (Copro-Studie).",05-10-2010,NA,US NCT number,protocol
2658,2009-014532-37," Effekte von oraler Cortisol oder Propranolol-Gabe auf die Verarbeitung alkoholbezogener Schlüsselreize, den Schlaf und das Rückfallrisiko von alkoholabhängigen Patienten (Copro-Studie).",05-10-2010,NA,other,protocol
2659,2009-014532-37," Effekte von oraler Cortisol oder Propranolol-Gabe auf die Verarbeitung alkoholbezogener Schlüsselreize, den Schlaf und das Rückfallrisiko von alkoholabhängigen Patienten (Copro-Studie).",05-10-2010,NA,US NCT number,results
2660,2009-014532-37," Effekte von oraler Cortisol oder Propranolol-Gabe auf die Verarbeitung alkoholbezogener Schlüsselreize, den Schlaf und das Rückfallrisiko von alkoholabhängigen Patienten (Copro-Studie).",05-10-2010,NA,ISRCTN number,results
2661,2009-014532-37," Effekte von oraler Cortisol oder Propranolol-Gabe auf die Verarbeitung alkoholbezogener Schlüsselreize, den Schlaf und das Rückfallrisiko von alkoholabhängigen Patienten (Copro-Studie).",05-10-2010,NA,US NCT number,protocol
2662,2009-014532-37," Effekte von oraler Cortisol oder Propranolol-Gabe auf die Verarbeitung alkoholbezogener Schlüsselreize, den Schlaf und das Rückfallrisiko von alkoholabhängigen Patienten (Copro-Studie).",05-10-2010,NA,other,protocol
2663,2009-014532-37," Effekte von oraler Cortisol oder Propranolol-Gabe auf die Verarbeitung alkoholbezogener Schlüsselreize, den Schlaf und das Rückfallrisiko von alkoholabhängigen Patienten (Copro-Studie).",05-10-2010,NA,US NCT number,results
2664,2009-014532-37," Effekte von oraler Cortisol oder Propranolol-Gabe auf die Verarbeitung alkoholbezogener Schlüsselreize, den Schlaf und das Rückfallrisiko von alkoholabhängigen Patienten (Copro-Studie).",05-10-2010,NA,ISRCTN number,results
2665,2009-014532-37," Effekte von oraler Cortisol oder Propranolol-Gabe auf die Verarbeitung alkoholbezogener Schlüsselreize, den Schlaf und das Rückfallrisiko von alkoholabhängigen Patienten (Copro-Studie).",05-10-2010,NA,US NCT number,protocol
2666,2009-014532-37," Effekte von oraler Cortisol oder Propranolol-Gabe auf die Verarbeitung alkoholbezogener Schlüsselreize, den Schlaf und das Rückfallrisiko von alkoholabhängigen Patienten (Copro-Studie).",05-10-2010,NA,other,protocol
2667,2009-014532-37," Effekte von oraler Cortisol oder Propranolol-Gabe auf die Verarbeitung alkoholbezogener Schlüsselreize, den Schlaf und das Rückfallrisiko von alkoholabhängigen Patienten (Copro-Studie).",05-10-2010,NA,US NCT number,results
2668,2009-014532-37," Effekte von oraler Cortisol oder Propranolol-Gabe auf die Verarbeitung alkoholbezogener Schlüsselreize, den Schlaf und das Rückfallrisiko von alkoholabhängigen Patienten (Copro-Studie).",05-10-2010,NA,ISRCTN number,results
2669,2009-014582-51, Pilot study - sequential combination therapy using selective immunoglobulin apheresis and omalizumab in patients with severe atopic dermatitis and elevated total IgE levels,12-10-2009,NA,US NCT number,protocol
2670,2009-014582-51, Pilot study - sequential combination therapy using selective immunoglobulin apheresis and omalizumab in patients with severe atopic dermatitis and elevated total IgE levels,12-10-2009,NA,other,protocol
2671,2009-014582-51, Pilot study - sequential combination therapy using selective immunoglobulin apheresis and omalizumab in patients with severe atopic dermatitis and elevated total IgE levels,12-10-2009,NA,US NCT number,results
2672,2009-014582-51, Pilot study - sequential combination therapy using selective immunoglobulin apheresis and omalizumab in patients with severe atopic dermatitis and elevated total IgE levels,12-10-2009,NA,ISRCTN number,results
2673,2009-014641-88," Phase I/II dose-escalation study of the investigational trifunctional bispecific anti-CD20 x anti-CD3 antibody FBTA05 in combination with donor lymphocyte infusion (DLI) in patients with CD20 positive chronic lymphocytic leukemia (CLL), low and high grade non-Hodgkin´s lymphoma (NHL) after allogeneic stem cell transplantion.",22-07-2009,NA,US NCT number,protocol
2674,2009-014641-88," Phase I/II dose-escalation study of the investigational trifunctional bispecific anti-CD20 x anti-CD3 antibody FBTA05 in combination with donor lymphocyte infusion (DLI) in patients with CD20 positive chronic lymphocytic leukemia (CLL), low and high grade non-Hodgkin´s lymphoma (NHL) after allogeneic stem cell transplantion.",22-07-2009,NA,other,protocol
2675,2009-014641-88," Phase I/II dose-escalation study of the investigational trifunctional bispecific anti-CD20 x anti-CD3 antibody FBTA05 in combination with donor lymphocyte infusion (DLI) in patients with CD20 positive chronic lymphocytic leukemia (CLL), low and high grade non-Hodgkin´s lymphoma (NHL) after allogeneic stem cell transplantion.",22-07-2009,NA,US NCT number,results
2676,2009-014641-88," Phase I/II dose-escalation study of the investigational trifunctional bispecific anti-CD20 x anti-CD3 antibody FBTA05 in combination with donor lymphocyte infusion (DLI) in patients with CD20 positive chronic lymphocytic leukemia (CLL), low and high grade non-Hodgkin´s lymphoma (NHL) after allogeneic stem cell transplantion.",22-07-2009,NA,ISRCTN number,results
2677,2009-014724-32," SAFETY, TOLERABILITY AND MECHANISM OF ACTION OF BOSWELLIC ACIDS (BA) IN MULTIPLE SCLEROSIS (MS) AND CLINICALLY ISOLATED SYNDROME (CIS):",26-10-2010,NA,US NCT number,protocol
2678,2009-014724-32," SAFETY, TOLERABILITY AND MECHANISM OF ACTION OF BOSWELLIC ACIDS (BA) IN MULTIPLE SCLEROSIS (MS) AND CLINICALLY ISOLATED SYNDROME (CIS):",26-10-2010,NA,other,protocol
2679,2009-014724-32," SAFETY, TOLERABILITY AND MECHANISM OF ACTION OF BOSWELLIC ACIDS (BA) IN MULTIPLE SCLEROSIS (MS) AND CLINICALLY ISOLATED SYNDROME (CIS):",26-10-2010,NCT01450124,US NCT number,results
2680,2009-014724-32," SAFETY, TOLERABILITY AND MECHANISM OF ACTION OF BOSWELLIC ACIDS (BA) IN MULTIPLE SCLEROSIS (MS) AND CLINICALLY ISOLATED SYNDROME (CIS):",26-10-2010,NA,ISRCTN number,results
2681,2009-014728-44, A randomized phase II trial of irinotecan drug-eluting beads administered by hepatic chemoembolization with intravenous cetuximab (DEBIRITUX) versus systemic treatment with intravenous cetuximab and irinotecan in patients with refractory metastatic colorectal cancer and k-ras wild-type tumours,04-11-2009,NCT01060423,US NCT number,protocol
2682,2009-014728-44, A randomized phase II trial of irinotecan drug-eluting beads administered by hepatic chemoembolization with intravenous cetuximab (DEBIRITUX) versus systemic treatment with intravenous cetuximab and irinotecan in patients with refractory metastatic colorectal cancer and k-ras wild-type tumours,04-11-2009,NA,other,protocol
2683,2009-014728-44, A randomized phase II trial of irinotecan drug-eluting beads administered by hepatic chemoembolization with intravenous cetuximab (DEBIRITUX) versus systemic treatment with intravenous cetuximab and irinotecan in patients with refractory metastatic colorectal cancer and k-ras wild-type tumours,04-11-2009,NA,US NCT number,results
2684,2009-014728-44, A randomized phase II trial of irinotecan drug-eluting beads administered by hepatic chemoembolization with intravenous cetuximab (DEBIRITUX) versus systemic treatment with intravenous cetuximab and irinotecan in patients with refractory metastatic colorectal cancer and k-ras wild-type tumours,04-11-2009,NA,ISRCTN number,results
2685,2009-014768-21, Treatment of MDS patients with single agent temsirolimus – a pilot study ,05-01-2010,NA,US NCT number,protocol
2686,2009-014768-21, Treatment of MDS patients with single agent temsirolimus – a pilot study ,05-01-2010,NA,other,protocol
2687,2009-014768-21, Treatment of MDS patients with single agent temsirolimus – a pilot study ,05-01-2010,NA,US NCT number,results
2688,2009-014768-21, Treatment of MDS patients with single agent temsirolimus – a pilot study ,05-01-2010,NA,ISRCTN number,results
2689,2009-014844-13, Phase I/II clinical trial with Bendamustine and Temsirolimus in patients with relapsed or refractory mantle cell lymphoma that are not eligible for high dose chemotherapy and stem cell transplantation.,29-12-2009,NA,US NCT number,protocol
2690,2009-014844-13, Phase I/II clinical trial with Bendamustine and Temsirolimus in patients with relapsed or refractory mantle cell lymphoma that are not eligible for high dose chemotherapy and stem cell transplantation.,29-12-2009,NA,other,protocol
2691,2009-014844-13, Phase I/II clinical trial with Bendamustine and Temsirolimus in patients with relapsed or refractory mantle cell lymphoma that are not eligible for high dose chemotherapy and stem cell transplantation.,29-12-2009,NA,US NCT number,results
2692,2009-014844-13, Phase I/II clinical trial with Bendamustine and Temsirolimus in patients with relapsed or refractory mantle cell lymphoma that are not eligible for high dose chemotherapy and stem cell transplantation.,29-12-2009,NA,ISRCTN number,results
2693,2009-014857-34," Intra-individual, randomized multicentric comparison of the MRI contrast agents Gadovist 1.0 versus Dotarem in patients with Multiple Sclerosis at 3T",21-12-2009,NA,US NCT number,protocol
2694,2009-014857-34," Intra-individual, randomized multicentric comparison of the MRI contrast agents Gadovist 1.0 versus Dotarem in patients with Multiple Sclerosis at 3T",21-12-2009,NA,other,protocol
2695,2009-014857-34," Intra-individual, randomized multicentric comparison of the MRI contrast agents Gadovist 1.0 versus Dotarem in patients with Multiple Sclerosis at 3T",21-12-2009,NA,US NCT number,results
2696,2009-014857-34," Intra-individual, randomized multicentric comparison of the MRI contrast agents Gadovist 1.0 versus Dotarem in patients with Multiple Sclerosis at 3T",21-12-2009,NA,ISRCTN number,results
2697,2009-014895-23, Phase II clinical trial of a sequential therapy involving the FLOT regiment in palliative first-line treatment followed by AIO plus irinotecan in second-line treatment combined with supportive parenteral nutrition and physical activity in patients with advanced non-resectable adenocarcinoma of the stomach and the gastro-oesophageal junction - impact on quality of life and fatigue: FLOTIRI - gastric cancer trial,17-01-2013,NA,US NCT number,protocol
2698,2009-014895-23, Phase II clinical trial of a sequential therapy involving the FLOT regiment in palliative first-line treatment followed by AIO plus irinotecan in second-line treatment combined with supportive parenteral nutrition and physical activity in patients with advanced non-resectable adenocarcinoma of the stomach and the gastro-oesophageal junction - impact on quality of life and fatigue: FLOTIRI - gastric cancer trial,17-01-2013,NA,other,protocol
2699,2009-014895-23, Phase II clinical trial of a sequential therapy involving the FLOT regiment in palliative first-line treatment followed by AIO plus irinotecan in second-line treatment combined with supportive parenteral nutrition and physical activity in patients with advanced non-resectable adenocarcinoma of the stomach and the gastro-oesophageal junction - impact on quality of life and fatigue: FLOTIRI - gastric cancer trial,17-01-2013,NA,US NCT number,results
2700,2009-014895-23, Phase II clinical trial of a sequential therapy involving the FLOT regiment in palliative first-line treatment followed by AIO plus irinotecan in second-line treatment combined with supportive parenteral nutrition and physical activity in patients with advanced non-resectable adenocarcinoma of the stomach and the gastro-oesophageal junction - impact on quality of life and fatigue: FLOTIRI - gastric cancer trial,17-01-2013,NA,ISRCTN number,results
2701,2009-015125-36," Clostridium botulinum Typ A Neurotoxinkomplex zur adjuvanten Behandlung von depressiven Störungen – Eine randomisierte, kontrollierte Pilotstudie",20-08-2009,NA,US NCT number,protocol
2702,2009-015125-36," Clostridium botulinum Typ A Neurotoxinkomplex zur adjuvanten Behandlung von depressiven Störungen – Eine randomisierte, kontrollierte Pilotstudie",20-08-2009,NA,other,protocol
2703,2009-015125-36," Clostridium botulinum Typ A Neurotoxinkomplex zur adjuvanten Behandlung von depressiven Störungen – Eine randomisierte, kontrollierte Pilotstudie",20-08-2009,NA,US NCT number,results
2704,2009-015125-36," Clostridium botulinum Typ A Neurotoxinkomplex zur adjuvanten Behandlung von depressiven Störungen – Eine randomisierte, kontrollierte Pilotstudie",20-08-2009,NA,ISRCTN number,results
2705,2009-015159-26," UKW-Inf-001: Prospective trial to evaluate pharmacokinetic, safety and efficacy of intermittent application of increased doses of caspofungin for antifungal prophylaxis in high risk patients.",18-11-2010,NA,US NCT number,protocol
2706,2009-015159-26," UKW-Inf-001: Prospective trial to evaluate pharmacokinetic, safety and efficacy of intermittent application of increased doses of caspofungin for antifungal prophylaxis in high risk patients.",18-11-2010,NA,other,protocol
2707,2009-015159-26," UKW-Inf-001: Prospective trial to evaluate pharmacokinetic, safety and efficacy of intermittent application of increased doses of caspofungin for antifungal prophylaxis in high risk patients.",18-11-2010,NA,US NCT number,results
2708,2009-015159-26," UKW-Inf-001: Prospective trial to evaluate pharmacokinetic, safety and efficacy of intermittent application of increased doses of caspofungin for antifungal prophylaxis in high risk patients.",18-11-2010,NA,ISRCTN number,results
2709,2009-015217-52, Pilotstudie zur Pyridoxalphosphattherapie bei Patienten mit primärer Hyperoxalurie Typ I - ,12-02-2010,NA,US NCT number,protocol
2710,2009-015217-52, Pilotstudie zur Pyridoxalphosphattherapie bei Patienten mit primärer Hyperoxalurie Typ I - ,12-02-2010,NA,other,protocol
2711,2009-015217-52, Pilotstudie zur Pyridoxalphosphattherapie bei Patienten mit primärer Hyperoxalurie Typ I - ,12-02-2010,NA,US NCT number,results
2712,2009-015217-52, Pilotstudie zur Pyridoxalphosphattherapie bei Patienten mit primärer Hyperoxalurie Typ I - ,12-02-2010,NA,ISRCTN number,results
2713,2009-015319-41, Trichuris suis Oozyten (TSO®) in remittent-recurrent Multiple Sclerosis (MS) and Clinically Isolated Syndrom (CIS),04-02-2011,NA,US NCT number,protocol
2714,2009-015319-41, Trichuris suis Oozyten (TSO®) in remittent-recurrent Multiple Sclerosis (MS) and Clinically Isolated Syndrom (CIS),04-02-2011,NA,other,protocol
2715,2009-015319-41, Trichuris suis Oozyten (TSO®) in remittent-recurrent Multiple Sclerosis (MS) and Clinically Isolated Syndrom (CIS),04-02-2011,NA,US NCT number,results
2716,2009-015319-41, Trichuris suis Oozyten (TSO®) in remittent-recurrent Multiple Sclerosis (MS) and Clinically Isolated Syndrom (CIS),04-02-2011,NA,ISRCTN number,results
2717,2009-015383-33," Die perioperative Anwendung von Etoricoxib verglichen mit Diclofenac bei Patienten nach Implantation einer Hüftgelenkstotalendoprothese, prospektive, doppelt blinde Phase IIIb Studie",14-06-2010,NA,US NCT number,protocol
2718,2009-015383-33," Die perioperative Anwendung von Etoricoxib verglichen mit Diclofenac bei Patienten nach Implantation einer Hüftgelenkstotalendoprothese, prospektive, doppelt blinde Phase IIIb Studie",14-06-2010,NA,other,protocol
2719,2009-015383-33," Die perioperative Anwendung von Etoricoxib verglichen mit Diclofenac bei Patienten nach Implantation einer Hüftgelenkstotalendoprothese, prospektive, doppelt blinde Phase IIIb Studie",14-06-2010,NA,US NCT number,results
2720,2009-015383-33," Die perioperative Anwendung von Etoricoxib verglichen mit Diclofenac bei Patienten nach Implantation einer Hüftgelenkstotalendoprothese, prospektive, doppelt blinde Phase IIIb Studie",14-06-2010,NA,ISRCTN number,results
2721,2009-015410-22," A multicenter, randomized, double-blind study with 2 groups as prove of concept for the treatment of ACE induced angioedema with subcutaneous Icatibant",03-02-2010,NA,US NCT number,protocol
2722,2009-015410-22," A multicenter, randomized, double-blind study with 2 groups as prove of concept for the treatment of ACE induced angioedema with subcutaneous Icatibant",03-02-2010,NA,other,protocol
2723,2009-015410-22," A multicenter, randomized, double-blind study with 2 groups as prove of concept for the treatment of ACE induced angioedema with subcutaneous Icatibant",03-02-2010,NA,US NCT number,results
2724,2009-015410-22," A multicenter, randomized, double-blind study with 2 groups as prove of concept for the treatment of ACE induced angioedema with subcutaneous Icatibant",03-02-2010,NA,ISRCTN number,results
2725,2009-015499-88, Senkung einer erhöhten Herzfrequenz durch Ivabradin bei Patienten mit Multiorgandysfunktionssyndrom.,03-12-2009,NA,US NCT number,protocol
2726,2009-015499-88, Senkung einer erhöhten Herzfrequenz durch Ivabradin bei Patienten mit Multiorgandysfunktionssyndrom.,03-12-2009,NA,other,protocol
2727,2009-015499-88, Senkung einer erhöhten Herzfrequenz durch Ivabradin bei Patienten mit Multiorgandysfunktionssyndrom.,03-12-2009,NA,US NCT number,results
2728,2009-015499-88, Senkung einer erhöhten Herzfrequenz durch Ivabradin bei Patienten mit Multiorgandysfunktionssyndrom.,03-12-2009,NA,ISRCTN number,results
2729,2009-015537-67," Untersuchung der Wirksamkeit und Sicherheit von Vareniclin in der Postakutbehandlung der Alkoholabhängigkeit - eine prospektive, bizentrische, doppelblinde, placebokontrollierte, randomisierte Phase II Studie",26-10-2009,NA,US NCT number,protocol
2730,2009-015537-67," Untersuchung der Wirksamkeit und Sicherheit von Vareniclin in der Postakutbehandlung der Alkoholabhängigkeit - eine prospektive, bizentrische, doppelblinde, placebokontrollierte, randomisierte Phase II Studie",26-10-2009,NA,other,protocol
2731,2009-015537-67," Untersuchung der Wirksamkeit und Sicherheit von Vareniclin in der Postakutbehandlung der Alkoholabhängigkeit - eine prospektive, bizentrische, doppelblinde, placebokontrollierte, randomisierte Phase II Studie",26-10-2009,NA,US NCT number,results
2732,2009-015537-67," Untersuchung der Wirksamkeit und Sicherheit von Vareniclin in der Postakutbehandlung der Alkoholabhängigkeit - eine prospektive, bizentrische, doppelblinde, placebokontrollierte, randomisierte Phase II Studie",26-10-2009,NA,ISRCTN number,results
2733,2009-015538-30, Effect of intranasal oxytocin on social approach in patients with social phobia and healthy control,22-02-2010,NA,US NCT number,protocol
2734,2009-015538-30, Effect of intranasal oxytocin on social approach in patients with social phobia and healthy control,22-02-2010,NA,other,protocol
2735,2009-015538-30, Effect of intranasal oxytocin on social approach in patients with social phobia and healthy control,22-02-2010,NA,US NCT number,results
2736,2009-015538-30, Effect of intranasal oxytocin on social approach in patients with social phobia and healthy control,22-02-2010,NA,ISRCTN number,results
2737,2009-015600-26, An open label prospective pilot-study to determine the improvement of impaired endothelial function and endothelial progenitor cell numbers following treatment with Aliskiren 300 mg in patients with coronary artery disease and hypertension,09-11-2009,NA,US NCT number,protocol
2738,2009-015600-26, An open label prospective pilot-study to determine the improvement of impaired endothelial function and endothelial progenitor cell numbers following treatment with Aliskiren 300 mg in patients with coronary artery disease and hypertension,09-11-2009,NA,other,protocol
2739,2009-015600-26, An open label prospective pilot-study to determine the improvement of impaired endothelial function and endothelial progenitor cell numbers following treatment with Aliskiren 300 mg in patients with coronary artery disease and hypertension,09-11-2009,NA,US NCT number,results
2740,2009-015600-26, An open label prospective pilot-study to determine the improvement of impaired endothelial function and endothelial progenitor cell numbers following treatment with Aliskiren 300 mg in patients with coronary artery disease and hypertension,09-11-2009,NA,ISRCTN number,results
2741,2009-015739-34," Status of the growth hormone/ insulin-like growth factor-1 (GH/IGF-1) axis in relation to growth failure, body weight and neuroprotection in children with Ataxia telangiectasia (AT)",14-09-2009,NA,US NCT number,protocol
2742,2009-015739-34," Status of the growth hormone/ insulin-like growth factor-1 (GH/IGF-1) axis in relation to growth failure, body weight and neuroprotection in children with Ataxia telangiectasia (AT)",14-09-2009,NA,other,protocol
2743,2009-015739-34," Status of the growth hormone/ insulin-like growth factor-1 (GH/IGF-1) axis in relation to growth failure, body weight and neuroprotection in children with Ataxia telangiectasia (AT)",14-09-2009,NA,US NCT number,results
2744,2009-015739-34," Status of the growth hormone/ insulin-like growth factor-1 (GH/IGF-1) axis in relation to growth failure, body weight and neuroprotection in children with Ataxia telangiectasia (AT)",14-09-2009,NA,ISRCTN number,results
2745,2009-015740-42," A PHASE 3, MULTICENTER, RANDOMIZED, OPEN, PROSPECTIVE, CONTROLLED, PARALLEL-GROUP STUDY OF REDUCTION OF THERAPY IN PATIENTS WITH RHEUMATOID ARTHRITIS IN ONGOING REMISSION",12-01-2010,NA,US NCT number,protocol
2746,2009-015740-42," A PHASE 3, MULTICENTER, RANDOMIZED, OPEN, PROSPECTIVE, CONTROLLED, PARALLEL-GROUP STUDY OF REDUCTION OF THERAPY IN PATIENTS WITH RHEUMATOID ARTHRITIS IN ONGOING REMISSION",12-01-2010,NA,other,protocol
2747,2009-015740-42," A PHASE 3, MULTICENTER, RANDOMIZED, OPEN, PROSPECTIVE, CONTROLLED, PARALLEL-GROUP STUDY OF REDUCTION OF THERAPY IN PATIENTS WITH RHEUMATOID ARTHRITIS IN ONGOING REMISSION",12-01-2010,NA,US NCT number,results
2748,2009-015740-42," A PHASE 3, MULTICENTER, RANDOMIZED, OPEN, PROSPECTIVE, CONTROLLED, PARALLEL-GROUP STUDY OF REDUCTION OF THERAPY IN PATIENTS WITH RHEUMATOID ARTHRITIS IN ONGOING REMISSION",12-01-2010,NA,ISRCTN number,results
2749,2009-015749-22," A prospective, monocentric clinical trial with adalimumab for topical treatment in chronic wounds",20-09-2010,NA,US NCT number,protocol
2750,2009-015749-22," A prospective, monocentric clinical trial with adalimumab for topical treatment in chronic wounds",20-09-2010,NA,other,protocol
2751,2009-015749-22," A prospective, monocentric clinical trial with adalimumab for topical treatment in chronic wounds",20-09-2010,NA,US NCT number,results
2752,2009-015749-22," A prospective, monocentric clinical trial with adalimumab for topical treatment in chronic wounds",20-09-2010,NA,ISRCTN number,results
2753,2009-015904-24," An open, prospective study to compare the safety and efficacy of raltegravir vs. atazanavir / ritonavir, both in combination with tenofovir DF and emtricitabine, in the treatment of HIV-infection in ART naive subjects with HCV co-infection",12-07-2010,NA,US NCT number,protocol
2754,2009-015904-24," An open, prospective study to compare the safety and efficacy of raltegravir vs. atazanavir / ritonavir, both in combination with tenofovir DF and emtricitabine, in the treatment of HIV-infection in ART naive subjects with HCV co-infection",12-07-2010,NA,other,protocol
2755,2009-015904-24," An open, prospective study to compare the safety and efficacy of raltegravir vs. atazanavir / ritonavir, both in combination with tenofovir DF and emtricitabine, in the treatment of HIV-infection in ART naive subjects with HCV co-infection",12-07-2010,NA,US NCT number,results
2756,2009-015904-24," An open, prospective study to compare the safety and efficacy of raltegravir vs. atazanavir / ritonavir, both in combination with tenofovir DF and emtricitabine, in the treatment of HIV-infection in ART naive subjects with HCV co-infection",12-07-2010,NA,ISRCTN number,results
2757,2009-015936-14, PHASE II FEASIBILITY STUDY USING CH14.18/CHO ANTIBODY AND SUBCUTANEOUS INTERLEUKIN 2 AFTER HAPLOIDENTICAL STEM CELL TRANSPLANTATION IN CHILDREN WITH RELAPSED NEUROBLASTOMA,02-02-2010,NA,US NCT number,protocol
2758,2009-015936-14, PHASE II FEASIBILITY STUDY USING CH14.18/CHO ANTIBODY AND SUBCUTANEOUS INTERLEUKIN 2 AFTER HAPLOIDENTICAL STEM CELL TRANSPLANTATION IN CHILDREN WITH RELAPSED NEUROBLASTOMA,02-02-2010,NA,other,protocol
2759,2009-015936-14, PHASE II FEASIBILITY STUDY USING CH14.18/CHO ANTIBODY AND SUBCUTANEOUS INTERLEUKIN 2 AFTER HAPLOIDENTICAL STEM CELL TRANSPLANTATION IN CHILDREN WITH RELAPSED NEUROBLASTOMA,02-02-2010,NA,US NCT number,results
2760,2009-015936-14, PHASE II FEASIBILITY STUDY USING CH14.18/CHO ANTIBODY AND SUBCUTANEOUS INTERLEUKIN 2 AFTER HAPLOIDENTICAL STEM CELL TRANSPLANTATION IN CHILDREN WITH RELAPSED NEUROBLASTOMA,02-02-2010,NA,ISRCTN number,results
2761,2009-015950-39, Addition of Rituximab to Leflunomide in patients with active rheumatoid arthritis,28-12-2009,NA,US NCT number,protocol
