nct_id,ctgov_group_code,time_frame,event_type,default_vocab,default_assessment,subjects_affected,subjects_at_risk,description,event_count,adverse_event_term,frequency_threshold,vocab,assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,0,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",0,Subclavian vein thrombosis,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,0,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",0,Hypocalcaemia,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,1,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",1,Hypocalcaemia,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,0,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",0,Diabetes melitus,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,1,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",1,Diabetes melitus,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,1,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",1,Deafness neurosensory,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,0,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",0,Deafness neurosensory,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,1,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",1,Convulsion,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,0,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",0,Convulsion,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,0,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",0,Haemorrhage intracranial,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,1,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",1,Haemorrhage intracranial,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,1,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",1,Syncope,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,0,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",0,Syncope,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,0,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",0,Nervous system disorder,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,1,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",1,Nervous system disorder,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,0,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",0,Dizziness,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,1,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",1,Dizziness,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,1,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",1,Cholestasis,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,0,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",0,Cholestasis,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,0,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",0,Female genital tract fistula,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,1,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",1,Female genital tract fistula,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,0,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",0,Vaginal haemorrhage,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,1,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",1,Vaginal haemorrhage,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,0,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",0,Mental status changes,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,1,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",1,Mental status changes,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,0,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",0,Rash maculo papular,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,1,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",1,Rash maculo papular,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,0,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",0,Petechiae,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,1,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",1,Petechiae,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,1,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",1,Cardiac failure,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,0,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",0,Cardiac failure,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,0,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",0,Postoperative Wound Infection,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,serious,NA,NA,1,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",1,Postoperative Wound Infection,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,4,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",4,Tinnitus,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,3,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",3,Tinnitus,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,4,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",4,Vertigo,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,8,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",8,Vertigo,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,4,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",4,Vision blurred,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,4,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",4,Vision blurred,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,28,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",33,Constipation,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,28,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",32,Constipation,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,6,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",6,Dry mouth,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,11,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",13,Dry mouth,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,17,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",19,Stomatitis,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,24,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",25,Stomatitis,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,4,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",4,Chills,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,10,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",12,Chills,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,46,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",55,Fatigue,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,49,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",55,Fatigue,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,8,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",8,Oedema peripheral,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,5,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",5,Oedema peripheral,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,9,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",10,Pain,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,11,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",11,Pain,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,13,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",15,Pyrexia,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,9,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",12,Pyrexia,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,10,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",14,Hypersensitivity,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,8,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",10,Hypersensitivity,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,5,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",5,Bronchitis,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,2,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",2,Bronchitis,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,5,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",9,Cystitis,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,2,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",2,Cystitis,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,12,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",13,Nasopharyngitis,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,7,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",10,Nasopharyngitis,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,2,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",2,Weight increased,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,5,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",6,Weight increased,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,16,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",17,Decreased appetite,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG001,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,12,88,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",14,Decreased appetite,5,MedDRA (Unspecified),Non-systematic Assessment
NCT00718523,EG000,The monitoring period for AEs started from signature of the ICF and continued up to 30 days after last dose.,other,NA,NA,2,77,"For participant flow module it is based on Intent To Treat so the patients are counted according to their ""randomization group"".For ""participants at risk"" the patients are grouped by the ""actual treatment"" 4 patients were allocated with incorrect treatment and received AMG479 instead of Placebo.The total number of patients treated remains the same.",2,Hypomagnesaemia,5,MedDRA (Unspecified),Non-systematic Assessment
