"id";"pmid";"doi";"any paper";"publication_found";"publication_date";"comments_from_doublecheck";"last_update_submitted_date";"registration_date";"summary_results_date";"study_type";"phase";"enrollment";"recruitment_status";"title";"start_date";"completion_date";"primary_completion_date";"has_summary_results";"allocation";"masking";"main_sponsor";"is_multicentric";"principal_investigator_1";"principal_investigator_2";"principal_investigator_3";"study_chair_1";"study_chair_2";"study_director_1";"study_director_2";"unspecified_official";"sub_investigator";"registration_year";"start_year";"completion_year";"primary_completion_year";"affiliation";"initial_doublecheck";"main_sample_rater";"publication_type";"has_reg_pub_link";"color_green_only";"color";"issn";"journal";"publisher";"publication_date_unpaywall";"has_followup_2y";"has_followup_2y_pub";"has_followup_2y_sumres";"has_followup_5y";"has_followup_5y_pub";"has_followup_5y_sumres";"is_summary_results_5y";"is_summary_results_2y";"is_publication_2y";"is_publication_5y";"has_publication";"has_pubmed";"has_ft";"ft_source";"ft_doi.x";"pub_title";"journal_pubmed";"ppub_date";"epub_date";"citation";"registry";"has_trn_secondary_id";"has_trn_abstract";"has_trn_ft";"ft_doi.y"
"NCT00810160";"23993139";"10.1016/j.jvs.2013.10.051";1;1;2013-08-29;NA;2017-07-11;2008-12-15;NA;"Interventional";"Phase 1";59;"Completed";"The Impact of Oligosaccharides and Bifidobacteria on the Intestinal Microflora of Premature Infants";2009-06-01;2015-11-01;2015-11-01;FALSE;"Randomized";"None (Open Label)";"OTHER";FALSE;"University of California, Davis";NA;NA;NA;NA;NA;NA;NA;NA;2008;2009;2015;2015;"UCD";NA;"Emmanuel";"journal publication";TRUE;"bronze";"green";"0741-5214";"Journal of Vascular Surgery";"Elsevier BV";2014-04-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"A comparison of two probiotic strains of bifidobacteria in premature infants";"The Journal of pediatrics";"2013-Dec";"2013-08-29";"Underwood et al. (2013) A comparison of two probiotic strains of bifidobacteria in premature infants";"ClinicalTrials.gov";TRUE;FALSE;FALSE;TRUE
"NCT00470548";"24013936";"10.1016/S1470-2045(13)70589-8";1;1;2013-09-08;NA;2018-01-05;2007-05-03;2017-01-17;"Interventional";"Phase 1/Phase 2";49;"Terminated";"Abraxane and Alimta in Advanced Solid Tumors";2007-04-01;2014-10-01;2014-10-01;TRUE;"Non-Randomized";"None (Open Label)";"OTHER";FALSE;NA;NA;NA;"University of California, Davis";NA;NA;NA;NA;NA;2007;2007;2014;2014;"UCD";NA;"Nicole";"journal publication";TRUE;"green";"green";"1470-2045";"The Lancet Oncology";"Elsevier BV";2014-02-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Phase I/II trial of pemetrexed plus nab-paclitaxel in advanced solid tumor patients with emphasis on non-small cell lung cancer";"Investigational new drugs";"2013-Dec";"2013-09-08";"Ho et al. (2013) Phase I/II trial of pemetrexed plus nab-paclitaxel in advanced solid tumor patients with emphasis on non-small cell lung cancer";NA;FALSE;FALSE;FALSE;NA
"NCT01317277";"24078868";"10.1016/j.fertnstert.2014.01.050";1;1;2013-09-03;NA;2021-08-03;2011-03-16;2021-05-06;"Interventional";"Not Applicable";75;"Completed";"Personalized Text Messages to Improve Antiretroviral Treatment (ART) Adherence in HIV+ Methamphetamine Users";2011-04-01;2014-06-01;2014-06-01;TRUE;"Randomized";"None (Open Label)";"OTHER";FALSE;"University of California, San Diego";NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2014;2014;"UCSD";NA;"Stefanie";"journal publication";TRUE;"bronze";"green";"0015-0282";"Fertility and Sterility";"Elsevier BV";2014-05-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Preliminary Evidence for Feasibility, Use, and Acceptability of Individualized Texting for Adherence Building for Antiretroviral Adherence and Substance Use Assessment among HIV-Infected Methamphetamine Users";"AIDS research and treatment";"2013";"2013-09-03";"Moore et al. (2013) Preliminary Evidence for Feasibility, Use, and Acceptability of Individualized Texting for Adherence Building for Antiretroviral Adherence and Substance Use Assessment among HIV-Infected Methamphetamine Users";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT01171586";"24200517";"10.1123/jpah.2013-0442";1;1;2013-11-06;NA;2014-12-03;2010-07-26;NA;"Interventional";"Not Applicable";318;"Completed";"mDiet: A Text Message Intervention for Weight Loss";2010-05-01;2014-06-01;2014-06-01;FALSE;"Randomized";"None (Open Label)";"OTHER";FALSE;"UCSD";NA;NA;NA;NA;NA;NA;NA;NA;2010;2010;2014;2014;"UCSD";NA;"Emmanuel";"journal publication";TRUE;"green";"green";"1543-3080,1543-5474";"Journal of Physical Activity and Health";"Human Kinetics";2015-04-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Feasibility and effectiveness of an automated bilingual text message intervention for weight loss: pilot study";"JMIR research protocols";"2013-Nov-06";"2013-11-06";"Kolodziejczyk et al. (2013) Feasibility and effectiveness of an automated bilingual text message intervention for weight loss: pilot study";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT01286259";"24336828";"10.1056/NEJMoa1403086";1;3;2013-12-12;NA;2020-06-29;2011-01-27;2018-11-06;"Interventional";"Not Applicable";16;"Completed";"Short-term Disulfiram Administration to Accelerate the Decay of the HIV Reservoir in Antiretroviral-treated HIV Infected Individuals";2011-01-01;2014-05-01;2014-05-01;TRUE;NA;"None (Open Label)";"OTHER";TRUE;"University of California, San Francisco";NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2014;2014;"UCSF";NA;"Nicole";"journal publication";FALSE;"green";"green";"0028-4793,1533-4406";"New England Journal of Medicine";"Massachusetts Medical Society";2014-06-05;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"A pilot study assessing the safety and latency-reversing activity of disulfiram in HIV-1-infected adults on antiretroviral therapy";"Clinical infectious diseases : an official publication of the Infectious Diseases Society of America";"2014-Mar";"2013-12-12";"Spivak et al. (2014) A pilot study assessing the safety and latency-reversing activity of disulfiram in HIV-1-infected adults on antiretroviral therapy";NA;FALSE;FALSE;FALSE;NA
"NCT01324973";"24382767";"10.1001/jama.2014.5052";1;1;2014-01-01;NA;2014-06-30;2011-03-28;NA;"Interventional";"Not Applicable";60;"Completed";"Web-Based Weight Management for Individuals With Mental Illness";2012-03-01;2014-04-01;2014-04-01;FALSE;"Randomized";"Single";"OTHER";FALSE;"University of California, Los Angeles";NA;NA;NA;NA;NA;NA;NA;NA;2011;2012;2014;2014;"UCLA";NA;"Emmanuel";"journal publication";TRUE;"bronze";"green";"0098-7484";"JAMA";"American Medical Association (AMA)";2014-05-28;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Peer wellness coaches for adults with mental illness";"Psychiatric services (Washington, D.C.)";"2014-Jan-01";NA;"Cohen et al. (2014) Peer wellness coaches for adults with mental illness";NA;FALSE;FALSE;FALSE;NA
"NCT01507558";"24423476";"10.1186/1743-0003-11-76";1;1;2014-01-11;NA;2018-01-04;2011-11-09;NA;"Interventional";"Not Applicable";22;"Completed";"Dexamethasone Infusion to the Adventitia to Enhance Clinical Efficacy After Femoropopliteal Revascularization";2010-12-01;2016-12-01;2015-12-01;FALSE;NA;"None (Open Label)";"OTHER";TRUE;"University of California, San Francisco";NA;NA;NA;NA;NA;NA;NA;NA;2011;2010;2016;2015;"UCSF";NA;"Nicole";"journal publication";TRUE;"gold";"gold";"1743-0003";"Journal of NeuroEngineering and Rehabilitation";"Springer Science and Business Media LLC";2014-01-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Safety and feasibility of adjunctive dexamethasone infusion into the adventitia of the femoropopliteal artery following endovascular revascularization";"Journal of vascular surgery";"2014-Apr";"2014-01-11";"Owens et al. (2014) Safety and feasibility of adjunctive dexamethasone infusion into the adventitia of the femoropopliteal artery following endovascular revascularization";"ClinicalTrials.gov";TRUE;FALSE;FALSE;TRUE
"NCT01012713";"24547791";"10.1097/QAD.0000000000000401";1;3;2014-02-19;NA;2015-06-16;2009-11-10;2015-05-28;"Interventional";"Phase 4";30;"Completed";"Safety and Efficacy Study of Combination Treatment With Excimer Laser, Clobex Spray, and Vectical Ointment in the Treatment of Psoriasis";2010-06-01;2014-12-01;2014-12-01;TRUE;"Non-Randomized";"None (Open Label)";"OTHER";FALSE;"UCSF Department of Dermatology";NA;NA;NA;NA;"UCSF Department of Dermatology";NA;NA;NA;2009;2010;2014;2014;"UCSF";NA;"Samruddhi";"journal publication";FALSE;"bronze";"green";"0269-9370";"AIDS";"Ovid Technologies (Wolters Kluwer Health)";2014-09-24;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Supraerythemogenic excimer laser in combination with clobetasol spray and calcitriol ointment for the treatment of generalized plaque psoriasis: Interim results of an open label pilot study";"The Journal of dermatological treatment";"2015-Feb";"2014-02-19";"Levin et al. (2015) Supraerythemogenic excimer laser in combination with clobetasol spray and calcitriol ointment for the treatment of generalized plaque psoriasis: Interim results of an open label pilot study";NA;FALSE;FALSE;FALSE;NA
"NCT01270217";"24553532";"10.1227/NEU.0000000000000514";1;1;2014-03-01;NA;2017-07-06;2011-01-03;NA;"Interventional";"Not Applicable";200;"Completed";"Behavior and Driving Safety Study II";2010-12-01;2015-12-01;2015-12-01;FALSE;"Randomized";"Double";"OTHER";FALSE;"University of California, Davis";NA;NA;NA;NA;NA;NA;NA;NA;2011;2010;2015;2015;"UCD";NA;"Emmanuel";"journal publication";TRUE;"green";"green";"0148-396X";"Neurosurgery";"Ovid Technologies (Wolters Kluwer Health)";2014-11-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;FALSE;NA;FALSE;"The effect on problematic drinking behavior of a brief motivational interview shortly after a first arrest for driving under the influence of alcohol: a randomized trial";"The journal of trauma and acute care surgery";"2014-Mar";NA;"Utter et al. (2014) The effect on problematic drinking behavior of a brief motivational interview shortly after a first arrest for driving under the influence of alcohol: a randomized trial";"ClinicalTrials.gov";TRUE;TRUE;NA;FALSE
"NCT01614067";"24636401";"10.1371/journal.pmed.1001689";1;3;2014-03-14;NA;2021-05-20;2012-05-02;2021-05-20;"Interventional";"Phase 4";30;"Terminated";"Delayed Start to Ovarian Stimulation";2012-05-01;2014-09-01;2014-07-01;TRUE;"Non-Randomized";"None (Open Label)";"OTHER";FALSE;"UCSF Center for Reproductive Health and Fertility Preservation";NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2014;2014;"UCSF";NA;"Stefanie";"journal publication";FALSE;"gold";"gold";"1549-1676";"PLoS Medicine";"Public Library of Science (PLoS)";2014-08-05;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"A novel ""delayed start"" protocol with gonadotropin-releasing hormone antagonist improves outcomes in poor responders";"Fertility and sterility";"2014-May";"2014-03-14";"Cakmak et al. (2014) A novel ""delayed start"" protocol with gonadotropin-releasing hormone antagonist improves outcomes in poor responders";NA;FALSE;FALSE;FALSE;NA
"NCT01876602";"24770461";"10.1177/1545968314550368";1;1;2014-04-17;NA;2018-05-14;2013-06-10;NA;"Interventional";"Not Applicable";140;"Completed";"Test of an Intervention to Increase Physical Activity Among School Children";2011-04-01;2017-03-01;2017-03-01;FALSE;"Randomized";"Double";"OTHER";FALSE;"University of California, Irvine";NA;NA;NA;NA;NA;NA;NA;NA;2013;2011;2017;2017;"UCI";NA;"Mario";"journal publication";TRUE;"green";"green";"1545-9683,1552-6844";"Neurorehabilitation and Neural Repair";"SAGE Publications";2014-10-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Affective Response to Exercise and Preferred Exercise Intensity Among Adolescents";"Journal of physical activity & health";"2015-Apr";"2014-04-17";"Schneider & Schmalbach (2015) Affective Response to Exercise and Preferred Exercise Intensity Among Adolescents";"ClinicalTrials.gov";TRUE;FALSE;FALSE;TRUE
"NCT01061671";"24836125";"10.1001/jamafacial.2014.671";1;1;2014-05-18;NA;2017-12-08;2010-02-02;2015-01-29;"Interventional";"Phase 3";885;"Terminated";"Simvastatin Therapy for Moderate and Severe COPD";2010-03-01;2014-01-01;2014-01-01;TRUE;"Randomized";"Triple";"OTHER";TRUE;"Harbor-UCLA Research & Education Institute";NA;NA;NA;NA;NA;NA;NA;NA;2010;2010;2014;2014;"UCLA";NA;"Mario";"journal publication";TRUE;"bronze";"green";"2168-6076,2168-6092";"JAMA Facial Plastic Surgery";"Mary Ann Liebert Inc";2014-11-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Simvastatin for the prevention of exacerbations in moderate-to-severe COPD";"The New England journal of medicine";"2014-Jun-05";"2014-05-18";"Criner et al. (2014) Simvastatin for the prevention of exacerbations in moderate-to-severe COPD";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT01248065";"24838406";"10.2196/mhealth.3660";1;1;2014-05-01;NA;2014-07-23;2010-11-24;2014-06-18;"Interventional";"Phase 3";408;"Completed";"Study of the Effect of Vitamin D as an Add-on Therapy to Corticosteroids in Asthma";2011-04-01;2014-01-01;2014-01-01;TRUE;"Randomized";"Quadruple";"OTHER";TRUE;"University of California, San Francisco";NA;NA;NA;NA;NA;NA;NA;NA;2010;2011;2014;2014;"UCSF";NA;"Mario";"journal publication";TRUE;"gold";"gold";"2291-5222";"JMIR mHealth and uHealth";"JMIR Publications Inc.";2014-11-05;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Effect of vitamin D3 on asthma treatment failures in adults with symptomatic asthma and lower vitamin D levels: the VIDA randomized clinical trial";"JAMA";"2014-May";NA;"Castro et al. (2014) Effect of vitamin D3 on asthma treatment failures in adults with symptomatic asthma and lower vitamin D levels: the VIDA randomized clinical trial";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT02410629";"24885076";"10.1007/s11606-014-3084-6";1;3;2014-04-30;NA;2021-06-10;2015-04-02;2018-01-09;"Interventional";"Not Applicable";17;"Completed";"To Determine the Therapeutic Effect of the Music Glove and Conventional Hand Exercises to Subacute Stroke Patients";2015-03-01;2016-07-01;2016-07-01;TRUE;"Randomized";"Single";"OTHER";FALSE;"University of California, Irvine";NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2016;2016;"UCI";NA;"Stefanie";"journal publication";FALSE;"bronze";"green";"0884-8734,1525-1497";"Journal of General Internal Medicine";"Springer Science and Business Media LLC";2014-11-18;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Retraining and assessing hand movement after stroke using the MusicGlove: comparison with conventional hand therapy and isometric grip training";"Journal of neuroengineering and rehabilitation";"2014-Apr-30";"2014-04-30";"Friedman et al. (2014) Retraining and assessing hand movement after stroke using the MusicGlove: comparison with conventional hand therapy and isometric grip training";NA;FALSE;FALSE;FALSE;NA
"NCT01280838";"24885949";"10.5665/sleep.4750";1;1;2014-05-20;NA;2015-05-26;2011-01-19;NA;"Interventional";"Not Applicable";400;"Completed";"Safer Sex Intervention for Male Clients of Female Sex Workers in Tijuana, Mexico";2011-01-01;2015-02-01;2015-02-01;FALSE;"Randomized";"None (Open Label)";"OTHER";FALSE;"University of California, San Diego";NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2015;2015;"UCSD";NA;"Nicole";"journal publication";TRUE;"bronze";"green";"0161-8105,1550-9109";"SLEEP";"Oxford University Press (OUP)";2015-06-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Hombre Seguro (Safe Men): a sexual risk reduction intervention for male clients of female sex workers";"BMC public health";"2014-May-20";"2014-05-20";"Pitpitan et al. (2014) Hombre Seguro (Safe Men): a sexual risk reduction intervention for male clients of female sex workers";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT01479634";"25022596";"10.1038/bjc.2015.12";1;1;2014-09-24;NA;2016-03-03;2011-11-22;NA;"Interventional";"Not Applicable";279;"Completed";"Early HIV Therapy in Patients With High CD4 Cell Counts";2011-10-01;2015-06-01;2015-06-01;FALSE;"Non-Randomized";"None (Open Label)";"OTHER";FALSE;"University of California, San Francisco, San Francisco, CA, USA";NA;NA;"University of California, San Francisco, San Francisco, CA, USA";NA;NA;NA;NA;NA;2011;2011;2015;2015;"UCSF";NA;"Stefanie";"journal publication";TRUE;"hybrid";"hybrid";"0007-0920,1532-1827";"British Journal of Cancer";"Springer Science and Business Media LLC";2015-01-20;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Successful antiretroviral therapy delivery and retention in care among asymptomatic individuals with high CD4+ T-cell counts above 350 cells/μl in rural Uganda";"AIDS (London, England)";"2014-Sep-24";NA;"Jain et al. (2014) Successful antiretroviral therapy delivery and retention in care among asymptomatic individuals with high CD4+ T-cell counts above 350 cells/μl in rural Uganda";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT01158508";"25072112";"10.1210/jc.2014-3911";1;1;2014-11-01;NA;2016-11-23;2010-06-25;NA;"Interventional";"Phase 1";20;"Completed";"Remote Ischemic Preconditioning in Subarachnoid Hemorrhage";2010-04-01;2014-07-01;2014-01-01;FALSE;NA;"None (Open Label)";"OTHER";FALSE;"University of California, Los Angeles David Geffen School of Medicine, Departments of Neurosurgery and Radiology";NA;NA;NA;NA;NA;NA;NA;NA;2010;2010;2014;2014;"UCLA";NA;"Emmanuel";"journal publication";TRUE;"bronze";"green";"0021-972X,1945-7197";"The Journal of Clinical Endocrinology &amp; Metabolism";"The Endocrine Society";2015-04-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Phase I clinical trial for the feasibility and safety of remote ischemic conditioning for aneurysmal subarachnoid hemorrhage";"Neurosurgery";"2014-Nov";NA;"Gonzalez et al. (2014) Phase I clinical trial for the feasibility and safety of remote ischemic conditioning for aneurysmal subarachnoid hemorrhage";NA;FALSE;FALSE;FALSE;NA
"NCT00948896";"25093754";"10.1007/8904_2014_403";1;1;2014-08-05;NA;2015-10-26;2009-07-27;2015-04-30;"Interventional";"Phase 3";600;"Completed";"Chemopreventive Therapy for Malaria in Ugandan Children";2010-06-01;2014-04-01;2014-04-01;TRUE;"Randomized";"None (Open Label)";"OTHER";FALSE;"University of California, San Francisco";NA;NA;NA;NA;"University of California, San Francisco";NA;NA;NA;2009;2010;2014;2014;"UCSF";NA;"Mario";"journal publication";TRUE;"green";"green";"2192-8304,2192-8312";"JIMD Reports, Volume 24";"Springer Berlin Heidelberg";2015-01-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Protective efficacy and safety of three antimalarial regimens for the prevention of malaria in young Ugandan children: a randomized controlled trial";"PLoS medicine";"2014-Aug";"2014-08-05";"Bigira et al. (2014) Protective efficacy and safety of three antimalarial regimens for the prevention of malaria in young Ugandan children: a randomized controlled trial";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT01773447";"25129615";"10.1038/pcan.2015.2";1;3;2014-08-14;NA;2017-03-29;2013-01-15;NA;"Interventional";"Not Applicable";47;"Completed";"Set-back Suture Versus Traditional Vertical Mattress Suture";2011-08-01;2014-04-01;2014-03-01;FALSE;"Randomized";"Double";"OTHER";FALSE;"University of California, Davis";NA;NA;NA;NA;NA;NA;NA;NA;2013;2011;2014;2014;"UCD";NA;"Susanne";"journal publication";FALSE;"green";"green";"1365-7852,1476-5608";"Prostate Cancer and Prostatic Diseases";"Springer Science and Business Media LLC";2015-02-10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Set-back versus buried vertical mattress suturing: results of a randomized blinded trial";"Journal of the American Academy of Dermatology";"2015-Apr";"2014-08-14";"Wang et al. (2015) Set-back versus buried vertical mattress suturing: results of a randomized blinded trial";NA;FALSE;FALSE;FALSE;NA
"NCT01769326";"25273359";"10.1158/1078-0432.CCR-14-3240";1;1;2014-10-01;NA;2017-06-05;2012-11-16;2017-02-15;"Interventional";"Not Applicable";40;"Completed";"Influence of Timing on Motor Learning";2012-09-01;2016-12-01;2016-12-01;TRUE;"Randomized";"Single";"OTHER";FALSE;"University of California, Irvine";NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2016;2016;"UCI";1;NA;"journal publication";TRUE;"bronze";"green";"1078-0432,1557-3265";"Clinical Cancer Research";"American Association for Cancer Research (AACR)";2015-06-14;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;NA;FALSE;"Machine-Based, Self-guided Home Therapy for Individuals With Severe Arm Impairment After Stroke: A Randomized Controlled Trial";"Neurorehabilitation and neural repair";"2015-Jun";"2014-10-01";"Zondervan et al. (2015) Machine-Based, Self-guided Home Therapy for Individuals With Severe Arm Impairment After Stroke: A Randomized Controlled Trial";"ClinicalTrials.gov";TRUE;FALSE;NA;FALSE
"NCT00842764";"25275274";"10.1177/0148607115572193";1;3;2014-11-01;NA;2021-04-01;2009-02-11;2018-02-06;"Interventional";"Not Applicable";7;"Completed";"Minimally Invasive Holmium:YAG Laser Blepharoplasty";2009-01-01;2014-09-01;2014-09-01;TRUE;NA;"None (Open Label)";"OTHER";FALSE;"Otolaryngology, UCIMC";NA;NA;NA;NA;NA;NA;NA;NA;2009;2009;2014;2014;"UCI";NA;"Stefanie";"journal publication";FALSE;"green";"green";"0148-6071,1941-2444";"Journal of Parenteral and Enteral Nutrition";"Wiley";2016-07-11;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Mid-infrared laser orbital septal tightening: ex vivo dosimetry study and pilot clinical study";"JAMA facial plastic surgery";"2014 Nov-Dec";NA;"Chu et al. (2014) Mid-infrared laser orbital septal tightening: ex vivo dosimetry study and pilot clinical study";NA;FALSE;FALSE;FALSE;NA
"NCT02062866";"25372450";"10.2196/jmir.3772";1;1;2015-03-01;NA;2015-04-15;2013-11-01;NA;"Interventional";"Not Applicable";50;"Completed";"Evaluation of Purse-String Closure Vs Second Intention";2013-04-01;2015-02-01;2015-02-01;FALSE;"Randomized";"None (Open Label)";"OTHER";FALSE;"University of California, Davis";NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2015;2015;"UCD";NA;"Susanne";"journal publication";TRUE;"gold";"gold";"1438-8871";"Journal of Medical Internet Research";"JMIR Publications Inc.";2015-02-23;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Purse-string suture vs second intention healing: results of a randomized, blind clinical trial";"JAMA dermatology";"2015-Mar";NA;"Joo et al. (2015) Purse-string suture vs second intention healing: results of a randomized, blind clinical trial";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT01083628";"25373390";"10.1370/afm.1768";1;1;2014-11-05;NA;2019-07-02;2010-02-19;2018-12-21;"Interventional";"Not Applicable";85;"Completed";"Text Messaging and Cognitive Behavioral Therapy for Depression";2014-01-01;2017-04-01;2016-09-01;TRUE;"Non-Randomized";"None (Open Label)";"OTHER";FALSE;"University of California, San Francisco";NA;NA;NA;NA;NA;NA;NA;NA;2010;2014;2017;2016;"UCSF";NA;"Samruddhi";"journal publication";TRUE;"gold";"gold";"1544-1709,1544-1717";"The Annals of Family Medicine";"Annals of Family Medicine";2015-03-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Qualitative feedback from a text messaging intervention for depression: benefits, drawbacks, and cultural differences";"JMIR mHealth and uHealth";"2014-Nov-05";"2014-11-05";"Aguilera & Berridge (2014) Qualitative feedback from a text messaging intervention for depression: benefits, drawbacks, and cultural differences";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT01867944";"25403522";"10.1371/journal.pone.0122242";1;1;2014-11-18;NA;2016-11-23;2013-05-29;NA;"Interventional";"Not Applicable";100;"Completed";"Perineal Self-Acupressure";2013-06-01;NA;2014-06-01;FALSE;"Randomized";"None (Open Label)";"OTHER";FALSE;"University of California, Los Angeles";NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;NA;2014;"UCLA";NA;"Nicole";"journal publication";TRUE;"gold";"gold";"1932-6203";"PLOS ONE";"Public Library of Science (PLoS)";2015-03-27;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Effect of perineal self-acupressure on constipation: a randomized controlled trial";"Journal of general internal medicine";"2015-Apr";"2014-11-18";"Abbott et al. (2015) Effect of perineal self-acupressure on constipation: a randomized controlled trial";NA;FALSE;FALSE;FALSE;NA
"NCT00883129";"25452309";"10.2196/mhealth.3928";1;1;2014-12-01;NA;2017-02-06;2009-04-16;2016-11-06;"Interventional";"Phase 2";142;"Completed";"Comparison of Therapeutic Regimens for Scleroderma Interstitial Lung Disease (The Scleroderma Lung Study II)";2009-09-01;2015-11-01;2015-01-01;TRUE;"Randomized";"Quadruple";"OTHER";TRUE;"University of California, Los Angeles; UCLA School of Public Health";NA;NA;NA;NA;NA;NA;NA;NA;2009;2009;2015;2015;"UCLA";NA;"Stefanie";"journal publication";TRUE;"gold";"gold";"2291-5222";"JMIR mHealth and uHealth";"JMIR Publications Inc.";2015-04-13;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Relationship between quantitative radiographic assessments of interstitial lung disease and physiological and clinical features of systemic sclerosis";"Annals of the rheumatic diseases";"2016-Feb";"2014-12-01";"Tashkin et al. (2016) Relationship between quantitative radiographic assessments of interstitial lung disease and physiological and clinical features of systemic sclerosis";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
